yellow line angle: 99999.992188, obstacle angle: -0.008727, obstacle dist: 0.000000, obstacle steering: inf, steer: 0.000000, speed: 10.000000
 yellow line angle: -0.257812, obstacle angle: 0.287979, obstacle dist: 15.816619, obstacle steering: -0.115519, steer: -0.115519, speed: 90.000000
 yellow line angle: -0.251823, obstacle angle: 0.270526, obstacle dist: 15.255262, obstacle steering: -0.114174, steer: -0.114174, speed: 90.000000
 yellow line angle: -0.248698, obstacle angle: 0.261799, obstacle dist: 14.194192, obstacle steering: -0.113343, steer: -0.120134, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: 0.253073, obstacle dist: 13.283476, obstacle steering: -0.119903, steer: -0.120134, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: 0.244346, obstacle dist: 12.508919, obstacle steering: -0.120586, steer: -0.120134, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: 0.235619, obstacle dist: 11.809628, obstacle steering: -0.121352, steer: -0.120134, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: 0.226893, obstacle dist: 11.201722, obstacle steering: -0.122197, steer: -0.120134, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: 0.226893, obstacle dist: 10.054545, obstacle steering: -0.122432, steer: -0.120134, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: 0.218166, obstacle dist: 9.811986, obstacle steering: -0.123379, steer: -0.120134, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: 0.218166, obstacle dist: 8.828839, obstacle steering: -0.123740, steer: -0.120134, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: 0.209439, obstacle dist: 8.679923, obstacle steering: -0.124807, steer: -0.120134, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: 0.209439, obstacle dist: 7.811914, obstacle steering: -0.125326, steer: -0.120134, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: 0.200713, obstacle dist: 7.803014, obstacle steering: -0.126451, steer: -0.120134, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: 0.200713, obstacle dist: 6.985462, obstacle steering: -0.127190, steer: -0.120134, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: 0.200713, obstacle dist: 6.601321, obstacle steering: -0.127600, steer: -0.120134, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: 0.200713, obstacle dist: 6.176053, obstacle steering: -0.128115, steer: -0.120134, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: 0.157080, obstacle dist: 5.532783, obstacle steering: -0.136929, steer: -0.120134, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: 0.157080, obstacle dist: 6.239361, obstacle steering: -0.135027, steer: -0.120134, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: 0.157080, obstacle dist: 7.782456, obstacle steering: -0.132074, steer: -0.120134, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: 0.157080, obstacle dist: 8.846971, obstacle steering: -0.130637, steer: -0.120134, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: 0.183259, obstacle dist: 8.678240, obstacle steering: -0.127825, steer: -0.120134, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: 0.200713, obstacle dist: 9.361778, obstacle steering: -0.125399, steer: -0.120134, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: 0.218166, obstacle dist: 10.301819, obstacle steering: -0.123224, steer: -0.120134, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: 0.226893, obstacle dist: 13.033962, obstacle steering: -0.121907, steer: -0.120134, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: 0.261799, obstacle dist: 14.319284, obstacle steering: -0.119310, steer: -0.120134, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: 0.296706, obstacle dist: 16.669069, obstacle steering: -0.117332, steer: -0.120134, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: -0.275374, obstacle dist: 14.994195, obstacle steering: -0.035026, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: -0.218166, obstacle dist: 7.632876, obstacle steering: -0.029163, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: -0.235619, obstacle dist: 8.118502, obstacle steering: -0.031562, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: -0.279252, obstacle dist: 11.919312, obstacle steering: -0.035788, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: -0.322886, obstacle dist: 15.184364, obstacle steering: -0.038133, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: -0.305432, obstacle dist: 13.603064, obstacle steering: -0.037408, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: -0.244346, obstacle dist: 10.606832, obstacle steering: -0.032800, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: -0.191986, obstacle dist: 6.691602, obstacle steering: -0.024664, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: -0.043633, obstacle dist: 3.074857, obstacle steering: 0.033781, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: -0.008727, obstacle dist: 1.861501, obstacle steering: 0.096279, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: -0.008727, obstacle dist: 2.690734, obstacle steering: 0.056335, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: -0.008727, obstacle dist: 2.590731, obstacle steering: 0.059796, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: 0.008727, obstacle dist: 2.617999, obstacle steering: -0.125493, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: 0.069813, obstacle dist: 2.879639, obstacle steering: -0.095906, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: 0.104720, obstacle dist: 3.274502, obstacle steering: -0.077700, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: 0.130900, obstacle dist: 3.996961, obstacle steering: -0.063131, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: 0.148353, obstacle dist: 4.999510, obstacle steering: -0.053665, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: 0.174533, obstacle dist: 6.404545, obstacle steering: -0.045117, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: 0.191986, obstacle dist: 8.301448, obstacle steering: -0.040322, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: 0.226893, obstacle dist: 8.321585, obstacle steering: -0.036110, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: 0.235619, obstacle dist: 8.920898, obstacle steering: -0.034945, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: 0.226893, obstacle dist: 7.811136, obstacle steering: -0.036292, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: 0.209439, obstacle dist: 7.656337, obstacle steering: -0.038631, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: 0.218166, obstacle dist: 7.911252, obstacle steering: -0.037357, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: 0.253073, obstacle dist: 10.508506, obstacle steering: -0.033041, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: 0.287979, obstacle dist: 13.719363, obstacle steering: -0.030565, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: 0.322886, obstacle dist: 17.411495, obstacle steering: -0.029147, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: -0.139626, obstacle dist: 12.027542, obstacle steering: -0.024157, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: 0.270526, obstacle dist: 5.559837, obstacle steering: -0.029642, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: 0.174533, obstacle dist: 5.455902, obstacle steering: -0.047166, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: 0.043633, obstacle dist: 5.406945, obstacle steering: -0.071500, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: -0.087266, obstacle dist: 5.333014, obstacle steering: -0.002819, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: -0.226893, obstacle dist: 5.318233, obstacle steering: -0.028988, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: -0.165806, obstacle dist: 8.183816, obstacle steering: -0.023045, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: 0.043633, obstacle dist: 16.553495, obstacle steering: -0.045800, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: 0.115192, obstacle dist: 18.706751, obstacle steering: -0.040540, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: -0.008727, obstacle dist: 15.080271, obstacle steering: -0.017334, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: -0.008727, obstacle dist: 16.686113, obstacle steering: -0.018874, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: -0.008727, obstacle dist: 17.429733, obstacle steering: -0.019491, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: 0.034907, obstacle dist: 16.736500, obstacle steering: -0.046185, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: -0.008727, obstacle dist: 13.399019, obstacle steering: -0.015327, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: -0.126827, obstacle dist: 18.486734, obstacle steering: -0.026671, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: -0.008727, obstacle dist: 17.769684, obstacle steering: -0.019756, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: -0.340339, obstacle dist: 6.644306, obstacle steering: -0.046930, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: -0.165806, obstacle dist: 6.271863, obstacle steering: -0.019909, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: 0.078540, obstacle dist: 6.169891, obstacle steering: -0.061123, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: 0.331612, obstacle dist: 6.231167, obstacle steering: -0.020236, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: 0.331612, obstacle dist: 19.739597, obstacle steering: -0.029199, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: 0.296706, obstacle dist: 17.628269, obstacle steering: -0.030684, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: 0.296706, obstacle dist: 16.830713, obstacle steering: -0.030558, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: 0.305432, obstacle dist: 17.932686, obstacle steering: -0.030242, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: 0.331612, obstacle dist: 19.781933, obstacle steering: -0.029208, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: 0.235619, obstacle dist: 8.484177, obstacle steering: -0.035028, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: -0.008727, obstacle dist: 4.554581, obstacle steering: 0.019640, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: -0.008727, obstacle dist: 4.395077, obstacle steering: 0.021563, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: 0.104720, obstacle dist: 5.881620, obstacle steering: -0.058034, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: 0.166897, obstacle dist: 6.182966, obstacle steering: -0.046774, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: 0.209439, obstacle dist: 7.911878, obstacle steering: -0.038460, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: 0.191986, obstacle dist: 7.446883, obstacle steering: -0.041124, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: -0.008727, obstacle dist: 4.381869, obstacle steering: 0.021728, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: 0.157080, obstacle dist: 7.584847, obstacle steering: -0.045584, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: -0.008727, obstacle dist: 5.197641, obstacle steering: 0.013086, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: -0.008727, obstacle dist: 5.239892, obstacle steering: 0.012712, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: -0.008727, obstacle dist: 4.812558, obstacle steering: 0.016801, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: -0.040724, obstacle dist: 3.834702, obstacle steering: 0.021241, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: -0.014321, obstacle dist: 5.549742, obstacle steering: 0.009133, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: -0.022046, obstacle dist: 5.662903, obstacle steering: 0.006921, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: -0.028774, obstacle dist: 5.230959, obstacle steering: 0.008958, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: -0.008727, obstacle dist: 4.945941, obstacle steering: 0.015449, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: -0.008727, obstacle dist: 5.727102, obstacle steering: 0.008795, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: -0.050365, obstacle dist: 4.538384, obstacle steering: 0.010655, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: -0.034907, obstacle dist: 5.891259, obstacle steering: 0.003177, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: -0.078540, obstacle dist: 7.146693, obstacle steering: -0.009342, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: -0.026180, obstacle dist: 5.552002, obstacle steering: 0.006980, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: -0.030189, obstacle dist: 4.532659, obstacle steering: 0.015162, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: -0.008727, obstacle dist: 5.132918, obstacle steering: 0.013672, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: -0.008727, obstacle dist: 5.507100, obstacle steering: 0.010478, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: -0.008727, obstacle dist: 6.686881, obstacle steering: 0.002748, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: -0.008727, obstacle dist: 8.899307, obstacle steering: -0.006222, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: -0.128886, obstacle dist: 6.086623, obstacle steering: -0.013435, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: -0.104720, obstacle dist: 7.413877, obstacle steering: -0.013738, steer: -0.033333, speed: 90.000000
 yellow line angle: 99999.992188, obstacle angle: 0.314159, obstacle dist: 13.228994, obstacle steering: -0.028483, steer: -0.033333, speed: 90.000000
